ax, ay, az, gx, gy, gz, temp
-9.26556, 0.11732, 3.25372, -0.00320, 0.02625, 0.04983, 25.15431
-9.26077, 0.12450, 3.26330, -0.00679, 0.02491, 0.05009, 24.72301
-9.34696, 0.14844, 3.18429, -0.00187, 0.02372, 0.04663, 24.91470
-9.30626, 0.11732, 3.21541, -0.00187, 0.02305, 0.04397, 24.72301
-9.30387, 0.12450, 3.26090, -0.00133, 0.02451, 0.05569, 24.86678
-9.26796, 0.14365, 3.23696, -0.00826, 0.02771, 0.05249, 25.01054
-9.24880, 0.11732, 3.27527, -0.00506, 0.02705, 0.05236, 24.91470
-9.28232, 0.15562, 3.15795, 0.00093, 0.02558, 0.05249, 24.72301
-9.25598, 0.13168, 3.19626, -0.00506, 0.02038, 0.05036, 24.72301
-9.29190, 0.10056, 3.22738, -0.00200, 0.02278, 0.05356, 24.72301
-9.26077, 0.11492, 3.25851, -0.00426, 0.02372, 0.05356, 24.53132
-9.28711, 0.09337, 3.15556, -0.00493, 0.02132, 0.04703, 24.81885
-9.29190, 0.12210, 3.25372, -0.00493, 0.02398, 0.05196, 24.86678
-9.30866, 0.13408, 3.16274, -0.00160, 0.02425, 0.05436, 24.91470
-9.27753, 0.16281, 3.24893, -0.00506, 0.02252, 0.05236, 24.91470
-9.26317, 0.14605, 3.27048, -0.00200, 0.02491, 0.05169, 25.01054
-9.28471, 0.11732, 3.24175, -0.00506, 0.02878, 0.04570, 24.62716
-9.26317, 0.11732, 3.23217, -0.00053, 0.02638, 0.04996, 24.72301
-9.22486, 0.15802, 3.19387, -0.00293, 0.02731, 0.04983, 24.81885
-9.27753, 0.16041, 3.17950, -0.00653, 0.02838, 0.04903, 24.81885
-9.31105, 0.16041, 3.16513, -0.00560, 0.02518, 0.05249, 24.72301
-9.27035, 0.13168, 3.19147, -0.00480, 0.02238, 0.04463, 24.86678
-9.23683, 0.09098, 3.21541, -0.00466, 0.02598, 0.05103, 24.91470
-9.24401, 0.09577, 3.26809, -0.00493, 0.02265, 0.05196, 24.81885
-9.30866, 0.10056, 3.16753, -0.00453, 0.02558, 0.05036, 24.62716
-9.29908, 0.15802, 3.12204, -0.00520, 0.02478, 0.05263, 24.72301
-9.30147, 0.17238, 3.20105, -0.00533, 0.02465, 0.04956, 24.62716
-9.25598, 0.17238, 3.12204, -0.00266, 0.02518, 0.04930, 24.67508
-9.25359, 0.13168, 3.30160, -0.00147, 0.02611, 0.05276, 25.01054
-9.17458, 0.12450, 3.22978, -0.00067, 0.03357, 0.05556, 24.86678
-9.45949, 0.13886, 3.24414, -0.00413, 0.02265, 0.04983, 24.86678
-9.15543, -0.05746, 3.21781, -0.00786, 0.02585, 0.04956, 24.67508
-9.32063, 0.08619, 3.13880, -0.00759, 0.02225, 0.05009, 24.86678
-9.24880, 0.21069, 3.19147, -0.00440, 0.02358, 0.05436, 25.05847
-9.32781, 0.26336, 3.31597, -0.00466, 0.02558, 0.05049, 24.81885
-9.16979, 0.18435, 3.30639, -0.00027, 0.02998, 0.05143, 24.86678
-9.31584, 0.07422, 3.24414, -0.00759, 0.02798, 0.05063, 24.91470
-9.33739, 0.02873, 3.15795, -0.00213, 0.03024, 0.05596, 24.81885
-9.28711, 0.15083, 3.17711, -0.00586, 0.02478, 0.05396, 24.91470
